comentarios,id_comentarios,nombre_canal,categoria,dummy_y
Son esas pláticas que tenemos en clase presencial. Se nos van las horas :) Seguimos aprendiendo de ti. Gracias,Ugy7H3y8zyCAloGpSkt4AaABAg,Crearte Araiza,dibujo,1
B.noches el poder mente cuenta  Es dificil dibuhas para ti no le gusta a los demas y si dibujar alguien mas no te gusta ati,Ugw2XNaNmwurFtuKk394AaABAg,Crearte Araiza,dibujo,1
"10 pasos para ser un buen artista
En este video no solo les comparto estos tips sino también cómo los aplico. 


1.	Autodisciplina, entra en acción.
2.	Tengan su espacio listo para recibirlos. 

3.	Priorizar, eliminar cosas que no son prioridad. 
4.	Escriban sus objetivos con tiempo limite
5.	Estar con personas optimistas y creativamente productivas
6.	Piensa en positivo, qué quiero, no se imaginen lo que no quieren o no pueden. 

7.	Estudiar, la ignorancia es la puerta de los fracasos. 

8.	No dejar las cosas para mañana
9.	Tener referentes. Investigar sobre su trabajo, técnica y materiales que emplea
10.	No sean conformistas, dominen los egos, debemos quitarnos esa idea de que ya lo sabemos todo. 



Estos van de pilón el núm. 12 es mi favorito. 
11.	Trabajen en aquello que más se les dificulte 
12.	Sistema de recompensas: comprar materiales 


Hay un Tip núm 13 que nos comparte un seguidor y es muy bueno los invito a descubrirlo.",UgwEikpCdn0MXaY_Xdx4AaABAg,Crearte Araiza,dibujo,1
"En efecto, Van Gogh pintaba y dibujaba lo que le inspiraba, desde una bota de minero hasta un cielo estrellado. Gracias por tus enseñanzas. ",UgxdmPWx5bvM-TgHxcF4AaABAg,Crearte Araiza,dibujo,1
Ver este video me hizo extrañar sus clases :( pero es bonito recordar el método. Saludos maestra ️,UgzJHy_FqBEmM_J0rN14AaABAg,Crearte Araiza,dibujo,1
Excelente trabajo estimada. Justamente es así como se oscurece. Un saludo enorme desde Colombia Maestra.,UgxCz3Zwx5rQAhCF9Bd4AaABAg,Crearte Araiza,dibujo,1
"Recuerdo que en su clase tarde un poco para comprender los complementarios y sus escalas de valores.... Pero gracias a eso obtuve mi paleta de color personal 
Gracias por tanto Master",UgwlevgcJPu9pEeXgsN4AaABAg,Crearte Araiza,dibujo,1
"Cuándo alguien que si aprovechó la carrera, nos enseña cómo se hacen las cosas. Gracias mil Paulina por esta magistral clase. ",Ugy5oOzleiAaSdMZxCd4AaABAg,Crearte Araiza,dibujo,1
Muy buen video amiga....like...yo tambien dibujo visita mi canal...gracias,UgyxpCJzfys_TbPSvwF4AaABAg,Crearte Araiza,dibujo,1
"Hola Crearte Araiza, ya me suscribí, Tengo una duda importante, por ejemplo., al pintar un paisaje cuando pintas el sol, la luz del sol y el cielo azul. Como se le hace para que no se mezclen y se vean tonos verdosos indeseables x la mezcla del amarillo y azul???. te agradeceria mucho tu respuesta. Saludos desde Parral Chihuahua",UgyawfwaMEeqMC123N54AaABAg,Crearte Araiza,dibujo,1
"Hola de nuevo...
Entre al en directo tarde  y me saco de conexión al mandar un super chat, ya no pude ver el final en vivo y aunque ya vi la repetición no supe si llego el superstar...
Me agrada que toques estos temas y poder saber como abordan otras mentes creativas sus procesos, enriquece  de alguna manera tu forma de enfrentar el lienzo o los temas que tienes en mente.
Salidos.!",UgyI5TeBDgJNcJ0xeQl4AaABAg,Crearte Araiza,dibujo,1
Saludos desde Cuba te deseo lo mejor para este próximo año profe,Ugya0Hhi4JvnOwtVqwV4AaABAg,Crearte Araiza,dibujo,1
"Hola, perdona mi ignorancia, pero qué quieres decir con color mediático... saludos",Ugz1-xCzYRs_K6Zxmvd4AaABAg,Crearte Araiza,dibujo,1
Hola que tal? Dan algún curso sobre como hacer figuras con pasta para modelar ?,UgzYKJ5ReuRGWO2i68d4AaABAg,Crearte Araiza,dibujo,1
  Enhorabuena Araiza. Que tengas muy buena suerte en tu proyecto de trabajo artístico guapa colega. Cuídate  mucho. FELICES FIESTAS NAVIDEÑAS.  !!!!!!,Ugwl9e5XvuB8WMEwE0V4AaABAg,Crearte Araiza,dibujo,1
"Para la persona que pide un concejo en el min. 30, porque sus papás no la apoyaron para estudiar artes: desde mi experiencia (porque me pasó igual, no recibí apoyo para pagar la carrera, al contrario me llenaban la cabeza de miedos y mitos sobre ganarse la vida pintando) tuve que confiar en mí y acercarme a personas que conocieran el arte y hubiesen estudiado arte, y le daba más peso a aquellas personas que confiaban en mi, es un salto de fe, si realmente te apasiona es necesario que confíes en ti y en tu desición, sin importar las opiniones de los demás, recordando que  ellos no te darán esa felicidad que la pasión otorga por lo que te gusta hacer. Hasta la fecha no me arrepiento de haber estudiado artes y haber tomado esa decisión 
Saludos",Ugyj2dc3vlblE4i1oYB4AaABAg,Crearte Araiza,dibujo,1
"Hola Araiza,  desde Colombia, terminando la carrera de artes plásticas.",UgwjuIXYxVc_bf68RnJ4AaABAg,Crearte Araiza,dibujo,1
"Que chingon que de alguna manera en esta situación, se haya buscado y presentado la manera de seguir produciendo. Muchas felicidades Pau, un abrazo¡¡",UgxpNZxftNcsBsevP6t4AaABAg,Crearte Araiza,dibujo,1
"Estaba esperando este tema con ansias 

Que lastima que no lo ví en directo, me hubiera gustado ese feed back ",UgxmlhaOiHl7DwUqKwV4AaABAg,Crearte Araiza,dibujo,1
"me encanto verte en directo, muchas gracias, Saludos a todos los que te impulsan a seguir cada dia, pues tu contenido vale oro. Te amamos <3",UgxR2LWgwPxDKIqB-F94AaABAg,Crearte Araiza,dibujo,1
"gracias Paulina soy tu  seguidora  de todo lo relacionado con lo del color   me encanta le he aprendido un montón...
me gustaria para el año entrante estudiamos la figura  humana. y  también  todo lo relaccionado con m3zclas  del retrató..
y ver varias técnicas  para ell retrató..
soy de colombia  un abrazote .y se que voy a seguir con tigo",UgypzOQlwcZrXBnfObF4AaABAg,Crearte Araiza,dibujo,1
"Felicidades!
Que gusto saber que tendremos más clases. Te admiró por tú buen conocimiento y gracias por compartir",UgzFL54ANfcLm6HeaBJ4AaABAg,Crearte Araiza,dibujo,1
Que alegría de proyecto!! Como siempre un placer ver tan buena iniciativa. Desde luego intentaré no perderme los próximos vídeos. Gracias por compartir tanto con todos nosotros!,Ugwf7wnFO3I3huBTT554AaABAg,Crearte Araiza,dibujo,1
Recomendación de libro: Nuevo Aprender A Dibujar Con El Lado Derecho Del Cerebro por Betty Edwards,Ugxq-2ywqxGnEAmwkCp4AaABAg,Crearte Araiza,dibujo,1
gracias aunque me hubiera servido hace 4 años cuando estudiaba diseño gráfico y esa tarea me la mandaron para la materia de color y el profesor no explico nada de como lo ivamos o podíamos aclarar solo dijo oscurezcan con el negro y aclaren con el blanco no explico y muchos reprobamos por no saber hacer eso,UgzexJRw8MZ4bm240914AaABAg,Crearte Araiza,dibujo,1
"Cómo se llama ese estilo de cuadros en donde al pintar se hace a punta de pinceladas de varios colores, más no del color original??",Ugz1kWinc6amVG-KwLt4AaABAg,Crearte Araiza,dibujo,1
"Que bonito mis Pau , intento hacer en casa ️ pinturas con sus videos jaja si me salen bien saludos ",UgxK1PVKFMneJ55pyex4AaABAg,Crearte Araiza,dibujo,1
"hola tengo entendido q son solo colores ,mas luminosos,agrisados,mas calidos mas frios.viran hacia un lado u otro en su composicion del circulo cromatico,segun la tonalidad q queramos darle,para mi q soy aficionada se me hace un enrriedo con eso de ponerles nombre comercial a los colores,y no darle su tendencia  ,su valor,son solo colores ,hay tanta variedad de nombres como lo hay de Marcas ,se deberia enseñar sin dar nombres comerciales,perdon si fui irrespetuosa pero pase años buscando el color con su nombre y eso para mi es un error",Ugy8dk11Q9pthv38khR4AaABAg,Crearte Araiza,dibujo,1
Que suerte tener la posibilidad de talleres tan interesantes y con tan buenos maestros. Recuerdo cada año los sorprendentes trabajos que hacéis en estas fiestas tan importantes. Recuerdo una sudadera pintada. Siempre es un auténtico placer ver todo lo que compartís con tanta generosidad. Felicidades!!!!!,UgwIkZAdSGqvaPOO8Ix4AaABAg,Crearte Araiza,dibujo,1
"Que bonito mis Pau 
Recuerdo cuando en clases me pegue barniz en el cabello 
Saludos a usted y a su familia 
También mándele saludos de mi parte a sus alumnos nuevos",UgzHwaX3h6c5Jf5-T414AaABAg,Crearte Araiza,dibujo,1
"Que bonita exposición, tienen a una profesora súper talentosa felicidades Pau! Por cierto tú Beba está hermosa, Dios los bendiga.",Ugx98IBhoflo8S9_dW54AaABAg,Crearte Araiza,dibujo,1
muy útil todo lo que nos cuentas... que maravilla la teoria del color... enhorabuena!! gracias por compartir ARTE,UgxWXjXpGRhxO729LQJ4AaABAg,Crearte Araiza,dibujo,1
"Pss que puedo decir aprendo más viendo tus vídeos, que en mis clases 
BUEN VIDEO",UgwJjTk4i8t2H__39uJ4AaABAg,Crearte Araiza,dibujo,1
"En esta lámina trabajamos con las dos paletas restantes para completar el estudio de 5 paletas de colores primarios y posteriormente de este primer Círculo Cromático de cinco Anillos..Posteriormente realizaremos un Círculo Cromático sintetizado que nos ayudara a realizar un repaso y memorizar los tintes y conexiones entre los distintos tonos de primarios para lograr las mejores combinaciones de tonos secundarios y terciarios. 

NO TE LO PUEDES PERDER!!!",UgxAdo2gV3WNE0dOg6F4AaABAg,Crearte Araiza,dibujo,1
"Hola Crearte, siempre me he preguntado si la teoría del color se puede trasladar al medio digital y viceversa ¿puede responderse fácilmente o requiere de un video?
Pd: me gusta la calidez de tu método.",Ugwf82ahL6g1tGjzo6B4AaABAg,Crearte Araiza,dibujo,1
"Conocer nuestra paleta de color es indispensable para lograr imitar el color a la hora de pintar. NO EXISTEN SOLO TRES COLORES PRIMARIOS 
Te invito a descubrir otras paletas de colores primarios sus características y cómo se relacionan entre ellos.",Ugxll_sfK-IF_zXC-pp4AaABAg,Crearte Araiza,dibujo,1
quiero preguntarte si la paleta de colores muertos me sirven para utilizarlos en el retrató  y de que forma seria?,UgwY_XPjDOARhz9CgRB4AaABAg,Crearte Araiza,dibujo,1
En este video te mostramos la importancia de conocer bien nuestra paleta de color de manera que podamos igualar el color de nuestro motivo a la hora  de realizar nuestras mezclas. Por lo tanto es necesario hacer un inventario de colores y describirlos hasta en sus menores matices y aquí te mostramos como iniciar.,UgzDU_iYbu6y2BzxenB4AaABAg,Crearte Araiza,dibujo,1
Cómo me gustaría tener a la señorita como mi maestra de artes,UgyW5alYYK88OsVwxrt4AaABAg,Crearte Araiza,dibujo,1
S U P E R.  V I D E O!!!!!!!!!!!!!!!!!!!!!!! Muy interezante! Gracias!!!!,UgxH5IVVy5Ydgw4WRAp4AaABAg,Crearte Araiza,dibujo,1
"Wooow! Cuánta información valiosa!! Muchísimas gracias por compartir!!! 
( Por momentos la música no me permitía oír bien tu voz*)",UgyeY7YlQ35MST_ReSJ4AaABAg,Crearte Araiza,dibujo,1
"Me gustó mucho el video mis Pau ️️
Espero estar el prolximo ańo en su taller",UgzYzhnD6VV5i_o3o554AaABAg,Crearte Araiza,dibujo,1
"El sellador barniz puede sustituirse por alguno para pintura vinil? es dificil encontrar la version de politec y de pinto sale chafa me habían dicho, no se que tan valido sea buscar barniz sellador que ocupan para la pintura en comex tipo amrca berel o etc. Muchas gracias por sus videos!!",UgxUN5eFVkqqsVMKo194AaABAg,Crearte Araiza,dibujo,1
"Hola. Cómo crees que se hace el Blanco Magico o White Spirit ????    ¿Para utilizar esta tecnica , se debe aplicar Guesso al lienzo priviamente. Muchas Gracias",UgxOaUCBh2ke2XQgRvB4AaABAg,Crearte Araiza,dibujo,1
"Muy bonita mis Pau 
Recuerdo cuando lo hacíamos en su taller ️️",UgznAnyw98NCMLd0T3t4AaABAg,Crearte Araiza,dibujo,1
"Podrías hacer un tutorial para una creta? Con cola de conejo, carbonato de calcio y blanco de zinc. Y como es que recomiendas sellar tu madera (el bastidor rígido) Gracias por tus vídeos saludos.",Ugy-Dwg2fM8CkkC-yzl4AaABAg,Crearte Araiza,dibujo,1
Para pintar con acrilico deberiamos escoger una imprimatura semi magra no? lo que he visto es que si bien depende el pgimento y calidad del oleo en algunos lienzos de distinta procedencia he visto que se opacan y en otros no,UgwzfdaKAjfTzM3rIJR4AaABAg,Crearte Araiza,dibujo,1
"Como siempre maestra muchas gracias por compartir su conocimiento, siempre tan valioso.
y tiene razón: es mas cómodo si cortan las telas a tamaño carta, es mas transportable haha y se puede guardar en una carpeta",UgwELTjdW-jBJcRPzxx4AaABAg,Crearte Araiza,dibujo,1
"Muy bueno tu retrato, tengo una foto q quiero hacer en retrato d mi hijo Omar y su chica Daniela estan bellísimos los 2 con la expectacular Alhambra detrás  lo q pasa q vivo en España si no haría por verte....muy guapo el retrato...eres una buena artista ...y muy desprendida al darnos tantos conocimientos....por mi parte GRACIAS y mil veces Gracias....",UgxuTJM9BlCgCY0MRk54AaABAg,Crearte Araiza,dibujo,1
"Un placer ver tus vídeos, llevo años sus rito pero casi nunca comento, saludos",Ugy2oPR_ddkQTZwBmP14AaABAg,Crearte Araiza,dibujo,1
"Pau: wooow que hermoso té quedó, como todo lo que haces! Saludos más videos así por favor... *compartan* este canal debe crecer y tu arte de llegar a más personas",Ugzc3jPl86TRGTTqm8p4AaABAg,Crearte Araiza,dibujo,1
"Estupendo tutorial, se aprecia perfectamente todos los pasos. Quizás lo único que no se puede copiar es el arte de la pintora. Un placer ver como compartes tus magníficos tutoriales, mil gracias",Ugzq039Yc8yAGslSejR4AaABAg,Crearte Araiza,dibujo,1
"MUY PRONTO!!!
Ya estamos preparando para ustedes la versión larga y explicada de nuestros retratos al óleo.",Ugx4yl0luo_CLtFff994AaABAg,Crearte Araiza,dibujo,1
"Muy interesante, la verdad que tu canal es muy  bueno para divulgar el arte, Aunque personalmente creo que tus tutoriales son los más efectivos en cuanto a la influencia. Yo estoy arrancando recién con mi canal y ver el tuyo es motivador. gracias por tus aportes. Mucho éxito.",Ugzm8aFsbfqTq54pA8p4AaABAg,Crearte Araiza,dibujo,1
"Maestra me boy a subscribir para estar en contacto con usted y sus videos 
La quiero ️️️",UgxmeZ9k0nP_DSlrD4h4AaABAg,Crearte Araiza,dibujo,1
"Que coincidencia, justo ayer me estaba preguntando, ¿porque ""complementarios"" si en el círculo crom. Son opuestos?
-intentando dar solución a esto mientras hacia mis mezclitas de color jajaja.
Y cuando lo menciono en el tutorial todo se aclaró. Y tiene sentido como se completa el círculo, ahora tiene sentido el complemento de un color. 
Gracias maestra, abrazo.",UgyP0pl1eNyFg3bqFOh4AaABAg,Crearte Araiza,dibujo,1
"Llevo suscrito un tiempo y eres muy profesional con tu pintura,gracias",UgykczFJDuK5PfyRnKl4AaABAg,Crearte Araiza,dibujo,1
"primero agradecerte y felicitarte por el rescate de la técnica , estoy a la espera de ver como se usa el color sobre estas capas :imprimatura, grisalla y capas inferiores....sería posible un video resumen..?de nuevo muchas gracias Paulina.",UgxA3WO0_uWTdbr6qPF4AaABAg,Crearte Araiza,dibujo,1
"Ahora veo de dónde viene el nombre, ""capas muertas"" ahora todo tiene sentido haha..
Muchas gracias por su trabajo y el tiempo que le dedica, ya que es difícil desde la investigacion. muy completo. Gracias por compartir esta informacion!!!",UgzuujgqIH5NjzIrq-N4AaABAg,Crearte Araiza,dibujo,1
"Que padre maestra Pau 
La saluda su alumna de su clase de pintura Dalia",UgyP1wwZtTs_u8od2IZ4AaABAg,Crearte Araiza,dibujo,1
Qué es la barniceta???  Es lo mismo utilizar diluyente ??     Gracias,Ugz91KyhPLviMzQ-UL54AaABAg,Crearte Araiza,dibujo,1
"Muy Buenos días ,Gracias de nuevo. Maestra Paulina tengo una inquietud por qué dicen algunos maestros que el negro no debe utilizarse en pintura. Y que colores componen el negro marfil?",UgwXWpOd8lJ1XfY_QE94AaABAg,Crearte Araiza,dibujo,1
"Caray no sabía que estos días estaba usando la grisalla abierta, muy facil de usar por cierto a comparación de la cerrada.
Gracias por compartir sus conocimientos maestra !!",UgzkC1r8lkJ-nngtBHh4AaABAg,Crearte Araiza,dibujo,1
"Solo sé que no sé nada, realmente gratificante ver todos los estupendos contenidos que compartes tan generosamente ",UgzTBWj-WoQv2HTbVLN4AaABAg,Crearte Araiza,dibujo,1
"Hola, podrías hacer un vídeo sobre como cobrar un trabajo, apenas estoy comenzando pero todavía no se cómo cobrar por mis trabajos",UgxRN1C7b_NZpqm7Ne94AaABAg,ROTULOS IDEAS,dibujo,1
Hola...muy bien primotambien aki te recomiendo este video con osvin roblerito...,UgyIPRnGyzwOHkiSAyN4AaABAg,ROTULOS IDEAS,dibujo,1
Hola saludos desde CD Guzman jalisco Mexico mil gracias por compartir felicidades por tu idea me salvo para mis letras,UgxRL4NDDubuAtjlwFd4AaABAg,ROTULOS IDEAS,dibujo,1
" wowwww es lo más importante que aprendí hoy...nivel Dios tu técnica, gracias ",UgyHyOwQ533tZFA6c4p4AaABAg,ROTULOS IDEAS,dibujo,1
" exelente carnal,gracias por compartir,la S si me da lata que salga bien.con esta tecnica,mas facil,imposible,gracias de nuevo.",Ugwc9sPP3DQ-eF35U0d4AaABAg,ROTULOS IDEAS,dibujo,1
"Hola! Amigo , una pregunta? D3 casualidad existe una plantilla para letras minúsculas??? Y si tu la tienes?",UgxZAjvT7kxgVuFzZ1J4AaABAg,ROTULOS IDEAS,dibujo,1
Buenas tardes una pregunta dónde puedo contactarte ya que me gustaría aprender a rotular darás algún curso y cual  sería el costo?,UgyiUuivC0wNT2OhHZZ4AaABAg,ROTULOS IDEAS,dibujo,1
"Me gustan mucho tus vídeos.
Llevo años practicando letras y estos vídeos me han servido de mucho.",Ugx12eD7-eDmsukxULV4AaABAg,ROTULOS IDEAS,dibujo,1
"Amigo , muéstranos cómo hacer plantilla para letras minúsculas, 
Gracias",UgzlUwKo8SwnJVIykzZ4AaABAg,ROTULOS IDEAS,dibujo,1
"Esto me hubiera servido justo el viernes pasado  Pero muy bien usted, gracias por compartir sus conocimientos ",Ugyub7Bfw2bP38NrW6t4AaABAg,ROTULOS IDEAS,dibujo,1
"Que gusto ver otro vídeo , esperamos más ,no tardes compadrito ,saludos desde Monterrey",Ugx9fgk8KJ8EMAFN3QJ4AaABAg,ROTULOS IDEAS,dibujo,1
rotular una cortina de acero es lo mismo que una pared plana?,UgwsvzLORsPNcOk3vQx4AaABAg,ROTULOS IDEAS,dibujo,1
Me puedes decir cómo le haces para sacar las cuentas cuando son  leyendas grandes como en este trabajo ? Gracias,Ugx1prVoxemGcvRoosZ4AaABAg,ROTULOS IDEAS,dibujo,1
"Si pudieras di tu nombre y como se llama tu página ,al iniciar tu vídeo para que sepan con quién se dirigen ,saludos",UgxhCue8fQCFAVh7xt14AaABAg,ROTULOS IDEAS,dibujo,1
"Desde Monterrey te felicitamos compadrito ,ahí es donde se ve la chamba bien hecha  mejor que como estaba el rotulo",UgyouzCvF3OoOcrrmRl4AaABAg,ROTULOS IDEAS,dibujo,1
"Alguien me puede asesorar como hacer letreros para tiendas de abarrotes descuentos Cada semana son en papel.
Muchas gracias",UgwcMgWHdBeLIBneht14AaABAg,ROTULOS IDEAS,dibujo,1
Que genial su explicación amigo un gran saludo desde el volcán Misti Arequipa perú wuouo,UgwCNRnpZk9ptbSW5QN4AaABAg,ROTULOS IDEAS,dibujo,1
"Maestro la pintura que usa es fosforescente 
O una pintura normal 
Saludo desde Paraguay",Ugyoj3XobJCRZVdWWgR4AaABAg,ROTULOS IDEAS,dibujo,1
"Hola amigo eres muy bueno, pero puedes ayudarme en trasar  letras en forma de arco iris",UgzzIIxS4l5ZLKrIYWl4AaABAg,ROTULOS IDEAS,dibujo,1
Que gusto verle de nuevo!! Más vídeos por favor !!! Saludos desde Colombia,Ugz6II1lIfYCWQMhO2V4AaABAg,ROTULOS IDEAS,dibujo,1
"Que bueno que sos, abrazo a la distanvia desde Magdalena Argentina",UgzfMD2g1t4zWTkuWZ94AaABAg,ROTULOS IDEAS,dibujo,1
"Con todo respeto pero esta exagerado el.costo de tus (cursos)
Ahí maestros rotulista que ayudan sin ningún costo.
Eres buenísimo
Pero es una exageración que quieras cobrar de forma exagerada.",Ugw0QgOPjtIlaYTbRRF4AaABAg,ROTULOS IDEAS,dibujo,1
"IMPRESIONANTE
  ME A ENCATADO
MUCHAS GRACIAS POR  COMPARTIR  VUESTRO TRABAJÓ Y
 PROFESIONALIDAD
BENDICIONES
ÉXITOS 
EN VUESTRO  CANAL 
**********************
Aaa 
HORA LA PREGUNTA 
DEL MILLÓN  
POR PEDIRLE UN GRANDE FAVOR
DOS PREGUNTITAS  
1; cual y como se llama 
La Pagina  Del Dibujo que descargó pata hacer la PLANTILLA.......
2; ME GUSTARÍA MUCHÍSIMO  SABER VUESTRA OPINIÓN
SOBRE SI  ESE PUEDE  PINTAR COLOR AMARILLO  
DORADO ORO  CON PLANTILLA   SOBRÉ 
LA PARED TOTALMENTE  
 DE COLOR BLANCO
ESPERÓ VUESTRA RESPUESTA
MUCHÍSIMAS GRACIAS
 UN ABRAZÓ",UgwKEWV4ixYOInDf-Ix4AaABAg,ROTULOS IDEAS,dibujo,1
"Voy encontrando tus videos, mis respetos de verdad , soy tatuasor y conozco los colores pero definitivamente tu mundo me atrapó .",UgxGvs2hBv0R2V25bzh4AaABAg,ROTULOS IDEAS,dibujo,1
Pinche Orfilio picaso hahah sigue adelante tienes talento.,UgzG-uroiFZNGdsliod4AaABAg,ROTULOS IDEAS,dibujo,1
"muy buenos tus videos, tengo negocio de diseño e impresión, lástima no vives en mi ciudad, sino te pasaba trabajos, se ve que te apasiona este asunto, y no importa lo que te encarguen, buscarás la forma de hacerlo. te felicito, ya estoy suscripto. saludos",UgzY2X7lrqPHTC6DwI14AaABAg,ROTULOS IDEAS,dibujo,1
Yo vengo de una generación de rotulistas desde de mi abuelo. Y no hago tanto circo para poder dibujar. Yo tengo 22 años y no trazo las letras.,UgwDla70ysevKwH4xgl4AaABAg,ROTULOS IDEAS,dibujo,1
"Chingona tu manera de trabajar sigue asi, aqui andamos viendo tus trabajos amigo.",UgyT8DXVq9ISa2KqHaV4AaABAg,ROTULOS IDEAS,dibujo,1
"buenos videos, buenos consejos, buenos tips, gracias Orfilio saludes desde honduras",Ugyoz5nEbkF_AZxNoIN4AaABAg,ROTULOS IDEAS,dibujo,1
"woooooow¡¡¡¡,,, estoy muy impresionada,,,en realidad es nuestra mentalidad  la que logra grandes cosas.",UgyKSVstlgyEoA8R2QN4AaABAg,ROTULOS IDEAS,dibujo,1
"Excelente video,
Y sobre todo la explicación,
Todo un maestro para enseñar,
Siempre veo tus videos, 
Algunos videos que as publicado an sido base para hacerlos en mi casa.
Eres todo un maestro,
Un abrazo fuerte desde  hermosillo sonora mexico.",UgwJtmBetvPaqIdndlN4AaABAg,ROTULOS IDEAS,dibujo,1
Muy buen trabajo!!! Ocupa está plataforma para darte a conocer!!!,UgwnwAD0C3EBKpykBWh4AaABAg,ROTULOS IDEAS,dibujo,1
Muchas gracias por compartir su conocimiento y las ganas con que explica el video!!,UgzTEI5brrfXBWlIXnx4AaABAg,ROTULOS IDEAS,dibujo,1
Colega también me dedico  y algo que utilizo para las plantillas puesto que para  la aerografia son indispensables es el pegamento en spray de la marca scotch para montaje ayuda mucho,Ugw-HRZcD4HHgvlkOBt4AaABAg,ROTULOS IDEAS,dibujo,1
Sube más videos amigo. Y muchas gracias por compartir tus consejos,UgysnBR33hA-TIbZml54AaABAg,ROTULOS IDEAS,dibujo,1
Buenos días maestro . Muy bien tu trabajo . Te felicito y gracias por ensenar. De casualidad no das cursos maestro?,UgxZKYG7zN6DVGOwp7h4AaABAg,ROTULOS IDEAS,dibujo,1
Bien chido jjjjj pero con aerosol se puede tambien asi lo hizo under lap pero este vato tambien se la rifa...,UgznBf3oz1RWTbd8o1p4AaABAg,ROTULOS IDEAS,dibujo,1
"Me causo mucha risa cuando dijiste  ESTO ES EN CALOORR, EN CALOORR !    soy nuevo suscriptor. 
Saludos desde Puerto Vallarta Jalisco México. 
Yo también soy pintor y barnizo muebles.",Ugy10RwQd7pO2lQGrHR4AaABAg,ROTULOS IDEAS,dibujo,1
"Exelente video , mi duda es que lleva dentro el botecito con el trapo ? Para marcar en  los agujeritos ?",UgyIWWA6zaKLiKZrOzh4AaABAg,ROTULOS IDEAS,dibujo,1
Ami me gustava chingos este  jale ya no mas hago letras pero de pasatiempo,UgwHymbYJQW3mZHiF4p4AaABAg,ROTULOS IDEAS,dibujo,1
Me gusta el estilo. Muy bien. Me da gusto. Sigue por ese camino. Tu sencillez se ha ganado a muchos,UgyS4S34RszWGu4w1Kd4AaABAg,ROTULOS IDEAS,dibujo,1
"Este caballero se expresa magistralmente. Ni muletillas, ni pobreza de vocabulario, ni anfibologías... Se expresa mejor que muchos conductores de radio y televisión. Felicidades.",UgxTIdc95sEcXUD4SWZ4AaABAg,ROTULOS IDEAS,dibujo,1
Puedenponer su telefino y cd. Aqui en Cd Jyarez hay akguien?,Ugw0mNHSCp2T7yRnoKB4AaABAg,ROTULOS IDEAS,dibujo,1
"Todo bien, pero yo no o cu paria todo eso nadamas con una cinta de medir i listo, dependo de que tamaño lo quieran es la misma...",UgyaKa6_jcmoz97FMvF4AaABAg,ROTULOS IDEAS,dibujo,1
Sin tanto bla bla y sin computadora yo e hecho rotulos grandes usando pura cuadricula,Ugw9feXdy6iHwEfQm3B4AaABAg,ROTULOS IDEAS,dibujo,1
"muy buen aporte, felicidades hermano.
una consulta y cuanto se cobra en dolares en ese mismo formato de letrero estimado? yo igual soy rotulista y trabajo con Corel Draw pero no sabia de esa técnica muy interesante, me puede agregar al whatsapp por favor +591 65023966 saludos desde BOLIVIA SANTA CRUZ.",Ugy_zugyekrjXVWUwIh4AaABAg,ROTULOS IDEAS,dibujo,1
"Yo no soy rotulista ni nada parecido, pero felicidades por el trabajo, qué chido que estés subiendo estas cosas, hasta me dio ideas para mis clases de matemáticas, ¡Saludos y ánimo!",UgxNAX1AEIVJ8ucry9t4AaABAg,ROTULOS IDEAS,dibujo,1
"Podrías proporcionarnos también el cómo cotizar en tus rótulos, ya sea desde la mano de obra, hasta el material y dar un precio final al cliente, claro conforme a tus rótulos y nuevos videos, saludos muy buenos trabajos.!",Ugzzbqdam6dabAfknB14AaABAg,ROTULOS IDEAS,dibujo,1
"Otros programas de vectorizacion podrían ser también Gerber Edge, Signus, y el que nosotros usamos en el shop que es SignLab.",Ugyq6jP2RQ1yraxgWC14AaABAg,ROTULOS IDEAS,dibujo,1
"Yo rotulo por las noches usando un proyector, es más sencillo .",UgwjEy0MYhYaceC-e594AaABAg,ROTULOS IDEAS,dibujo,1
Q tal porfilio sigueme en facebook cesar guarcas o arte guarcas yo ya me suscribi a tus videos,UgxSJXjLs2ezAEmSful4AaABAg,ROTULOS IDEAS,dibujo,1
"Hola saludos desde Colombia, admirable tu  trabajo te felicito!, quería recomendarte un programa para ampliación de imágenes supersencillo y económico:  ""POSTERIZA"" incluso lo puedes usar desde casa con tu impresora, imprimiendo las partes de la cuadricula en folios de tamaño carta u oficio, se unen y queda la composición grande, aquí el link para descargar: https://www.portalprogramas.com/posteriza/descargar   espero puedas hacer un video usándolo saludos!",UgwdyZAE-gQUGAFn-5R4AaABAg,ROTULOS IDEAS,dibujo,1
"Yo voy empezando en esto , tengo 15 años , no se mucho pero me la voy a rifar , eres un crack",Ugzh6CTOz4HnDkjKOz54AaABAg,ROTULOS IDEAS,dibujo,1
"Hola !! Saludos desde Salta _ Argentina !!! Gracias por tus vídeos y tus consejos. Son muy valiosos !!! Abrazo grande y éxitos en tu carrera 
Instagram : mau_dobleok",Ugwdq9yU1Px6giz-Gjh4AaABAg,ROTULOS IDEAS,dibujo,1
"Excelente son tus vídeos.bendiciones 
Yo soy aprendiz haciendo letras.me gustaría prender mas",UgxNODSSPkv4kHCPz3l4AaABAg,ROTULOS IDEAS,dibujo,1
